stop_name,route_id,headsign,arrival,departure
HERSEAUX Blanc Balot/Wite Baal,H4001-23002,,20:32:00,20:32:00
HERSEAUX Boulevard du Champ d'Aviation/Vliegplein,H4002-22963,,20:49:00,20:49:00
HERSEAUX Boulevard du Champ d'Aviation/Vliegplein,H4001-23002,,21:20:00,21:20:00
HERSEAUX Boulevard du Champ d'Aviation/Vliegplein,H4002-22963,,19:50:00,19:50:00
HERSEAUX Boulevard du Champ d'Aviation/Vliegplein,H4001-23002,,19:39:00,19:39:00
HERSEAUX Boulevard du Champ d'Aviation/Vliegplein,H4001-23002,,20:39:00,20:39:00
HERSEAUX Broche de fer,H4001-23002,,19:27:00,19:27:00
HERSEAUX Broche de fer,H4001-23002,,19:33:00,19:33:00
HERSEAUX Broche de fer,H4001-23002,,20:33:00,20:33:00
HERSEAUX Café Petit Louis,H4001-23002,,19:26:00,19:26:00
HERSEAUX Café Petit Louis,H4001-23002,,19:34:00,19:34:00
HERSEAUX Café Petit Louis,H4001-23002,,20:34:00,20:34:00
HERSEAUX Chapelle/Kapel,H4002-22963,,19:48:00,19:48:00
HERSEAUX Chapelle/Kapel,H4850-22783,,19:40:00,19:40:00
HERSEAUX Chapelle/Kapel,H4002-22963,,20:51:00,20:51:00
HERSEAUX Chapelle/Kapel,H4001-23002,,21:22:00,21:22:00
HERSEAUX Citadelle,H4850-22783,,19:45:00,19:45:00
HERSEAUX Eglise des Ballons/kerk,H4001-23002,,19:28:00,19:28:00
HERSEAUX Eglise des Ballons/kerk,H4001-23002,,19:33:00,19:33:00
HERSEAUX Eglise des Ballons/kerk,H4001-23002,,20:33:00,20:33:00
HERSEAUX Epinette,H4002-22963,,19:52:00,19:52:00
HERSEAUX Epinette,H4001-23002,,19:41:00,19:41:00
HERSEAUX Epinette,H4001-23002,,20:41:00,20:41:00
HERSEAUX Epinette,H4002-22963,,20:47:00,20:47:00
HERSEAUX Epinette,H4001-23002,,21:18:00,21:18:00
HERSEAUX Ferme Lassus,H4850-22783,,19:43:00,19:43:00
HERSEAUX Gare/Station,H4002-22963,,19:53:00,19:53:00
HERSEAUX Gare/Station,H4001-23002,,19:42:00,19:42:00
HERSEAUX Gare/Station,H4001-23002,,20:42:00,20:42:00
HERSEAUX Gare/Station,H4002-22963,,20:46:00,20:46:00
HERSEAUX Gare/Station,H4001-23002,,21:17:00,21:17:00
HERSEAUX La Herseautoise,H4002-22963,,19:53:00,19:53:00
HERSEAUX La Herseautoise,H4001-23002,,19:42:00,19:42:00
HERSEAUX La Herseautoise,H4001-23002,,20:42:00,20:42:00
HERSEAUX La Herseautoise,H4002-22963,,20:46:00,20:46:00
HERSEAUX La Herseautoise,H4001-23002,,21:17:00,21:17:00
HERSEAUX Les Glycines,H4850-22783,,19:44:00,19:44:00
HERSEAUX Passage à Niveau/Overweg,H4001-23002,,19:24:00,19:24:00
HERSEAUX Passage à Niveau/Overweg,H4001-23002,,19:36:00,19:36:00
HERSEAUX Passage à Niveau/Overweg,H4001-23002,,20:36:00,20:36:00
HERSEAUX Place/Plaats,H4002-22963,,19:49:00,19:49:00
HERSEAUX Place/Plaats,H4001-23002,,19:38:00,19:38:00
HERSEAUX Place/Plaats,H4001-23002,,20:38:00,20:38:00
HERSEAUX Place/Plaats,H4850-22783,,19:41:00,19:41:00
HERSEAUX Place/Plaats,H4002-22963,,20:50:00,20:50:00
HERSEAUX Place/Plaats,H4001-23002,,21:21:00,21:21:00
HERSEAUX Rue Traversière/Dwarsestraat,H4002-22963,,20:46:00,20:46:00
HERSEAUX Rue Traversière/Dwarsestraat,H4001-23002,,21:16:00,21:16:00
HERSEAUX Rue Traversière/Dwarsestraat,H4002-22963,,19:54:00,19:54:00
HERSEAUX Rue Traversière/Dwarsestraat,H4001-23002,,19:43:00,19:43:00
HERSEAUX Rue Traversière/Dwarsestraat,H4001-23002,,20:43:00,20:43:00
HERSEAUX Rue Verte/Groenestraat,H4001-23002,,19:25:00,19:25:00
HERSEAUX Rue Verte/Groenestraat,H4001-23002,,19:36:00,19:36:00
HERSEAUX Rue Verte/Groenestraat,H4001-23002,,20:36:00,20:36:00
IRCHONWELZ Chapelle,H4081-23110,,21:02:00,21:02:00
IRCHONWELZ Chapelle,H4081-23110,,20:02:00,20:02:00
IRCHONWELZ Chapelle,H4081-23110,,20:24:00,20:24:00
IRCHONWELZ Chapelle,H4081-23110,,21:21:00,21:21:00
IRCHONWELZ Chemin de Moulbaix,H4081-23110,,20:23:00,20:23:00
IRCHONWELZ Chemin de Moulbaix,H4081-23110,,21:20:00,21:20:00
IRCHONWELZ Chemin de Moulbaix,H4081-23110,,21:03:00,21:03:00
IRCHONWELZ Chemin de Moulbaix,H4081-23110,,20:03:00,20:03:00
IRCHONWELZ Chemin de Villers Notre-Dame,H4081-23110,,21:03:00,21:03:00
IRCHONWELZ Chemin de Villers Notre-Dame,H4081-23110,,20:03:00,20:03:00
IRCHONWELZ Chemin de Villers Notre-Dame,H4081-23110,,20:23:00,20:23:00
IRCHONWELZ Chemin de Villers Notre-Dame,H4081-23110,,21:20:00,21:20:00
IRCHONWELZ Institut Ménager,H4081-23110,,21:00:00,21:00:00
IRCHONWELZ Institut Ménager,H4081-23110,,20:00:00,20:00:00
IRCHONWELZ Institut Ménager,H4081-23110,,20:26:00,20:26:00
IRCHONWELZ Institut Ménager,H4081-23110,,21:23:00,21:23:00
IRCHONWELZ Restaurant Lebrun,H4081-23110,,21:01:00,21:01:00
IRCHONWELZ Restaurant Lebrun,H4081-23110,,20:01:00,20:01:00
IRCHONWELZ Restaurant Lebrun,H4081-23110,,20:25:00,20:25:00
IRCHONWELZ Restaurant Lebrun,H4081-23110,,21:22:00,21:22:00
JOLLAIN-MERLIN Bise,H4007-22792,,20:20:00,20:20:00
JOLLAIN-MERLIN Bise,H4007-22792,,19:53:00,19:53:00
JOLLAIN-MERLIN Eglise,H4007-22792,,19:57:00,19:57:00
KAIN 4 Chemins,H4802-21477,,20:02:00,20:02:00
KAIN 4 Chemins,H4802-21477,,19:32:00,19:32:00
KAIN 4 Chemins,H4802-21477,,20:32:00,20:32:00
KAIN 4 Chemins,H4807-22449,,20:37:00,20:37:00
KAIN Au Français,H4097-22089,,19:31:00,19:31:00
KAIN Au Français,H4097-22089,,20:31:00,20:31:00
KAIN Au Français,H4097-22089,,19:51:00,19:51:00
KAIN Au Français,H4097-22089,,19:31:00,19:31:00
KAIN Au Français,H4097-22089,,20:10:00,20:10:00
KAIN Au Français,H4097-22089,,20:30:00,20:30:00
KAIN Au Musicien,H4097-22089,,19:28:00,19:28:00
KAIN Au Musicien,H4097-22089,,20:28:00,20:28:00
KAIN Au Musicien,H4097-22089,,19:48:00,19:48:00
KAIN Au Musicien,H4097-22089,,19:35:00,19:35:00
KAIN Au Musicien,H4097-22089,,20:14:00,20:14:00
KAIN Au Musicien,H4097-22089,,20:34:00,20:34:00
KAIN Cantonnier,H4009-23135,,19:30:00,19:30:00
KAIN Cantonnier,H4483-23246,,19:32:00,19:32:00
KAIN Carrefour,H4802-21477,,20:13:00,20:13:00
KAIN Carrefour,H4807-22449,,20:26:00,20:26:00
KAIN Centre,H4807-22449,,20:28:00,20:28:00
KAIN Centre,H4802-21477,,20:08:00,20:08:00
KAIN Centre,H4802-21477,,20:12:00,20:12:00
KAIN Centre,H4802-21477,,19:38:00,19:38:00
KAIN Centre,H4802-21477,,19:42:00,19:42:00
KAIN Centre,H4802-21477,,20:38:00,20:38:00
KAIN Centre,H4802-21477,,20:42:00,20:42:00
KAIN Champ des Oiseaux,H4097-22089,,19:26:00,19:26:00
KAIN Champ des Oiseaux,H4097-22089,,20:26:00,20:26:00
KAIN Champ des Oiseaux,H4097-22089,,19:46:00,19:46:00
KAIN Champ des Oiseaux,H4097-22089,,19:36:00,19:36:00
KAIN Champ des Oiseaux,H4097-22089,,20:15:00,20:15:00
KAIN Champ des Oiseaux,H4097-22089,,20:35:00,20:35:00
KAIN Cité,H4097-22089,,19:30:00,19:30:00
KAIN Cité,H4097-22089,,20:30:00,20:30:00
KAIN Cité,H4097-22089,,19:50:00,19:50:00
KAIN Cité,H4097-22089,,19:32:00,19:32:00
KAIN Cité,H4097-22089,,20:11:00,20:11:00
KAIN Cité,H4097-22089,,20:31:00,20:31:00
KAIN Clos de l'Espinette,H4097-22089,,19:31:00,19:31:00
KAIN Clos de l'Espinette,H4097-22089,,20:31:00,20:31:00
KAIN Clos de l'Espinette,H4097-22089,,19:51:00,19:51:00
KAIN Clos de l'Espinette,H4097-22089,,19:32:00,19:32:00
KAIN Clos de l'Espinette,H4097-22089,,20:11:00,20:11:00
KAIN Clos de l'Espinette,H4097-22089,,20:31:00,20:31:00
KAIN Hall Expo,H4009-23135,,19:29:00,19:29:00
KAIN L'Alouette,H4807-22449,,20:24:00,20:24:00
KAIN L'Alouette,H4802-21477,,20:16:00,20:16:00
KAIN Malakoff,H4009-23135,,19:28:00,19:28:00
KAIN Place Renard,H4802-21477,,20:03:00,20:03:00
KAIN Place Renard,H4802-21477,,19:33:00,19:33:00
KAIN Place Renard,H4802-21477,,20:33:00,20:33:00
KAIN Place Renard,H4097-22089,,19:29:00,19:29:00
KAIN Place Renard,H4097-22089,,20:29:00,20:29:00
KAIN Place Renard,H4097-22089,,19:49:00,19:49:00
KAIN Place Renard,H4807-22449,,20:36:00,20:36:00
KAIN Place Renard,H4097-22089,,19:33:00,19:33:00
KAIN Place Renard,H4097-22089,,20:12:00,20:12:00
KAIN Place Renard,H4097-22089,,20:32:00,20:32:00
KAIN Rue d'Omerie,H4802-21477,,20:15:00,20:15:00
KAIN Rue d'Omerie,H4807-22449,,20:25:00,20:25:00
KAIN Rue Delcambre,H4802-21477,,20:07:00,20:07:00
KAIN Rue Delcambre,H4802-21477,,20:11:00,20:11:00
KAIN Rue Delcambre,H4802-21477,,19:37:00,19:37:00
KAIN Rue Delcambre,H4802-21477,,19:41:00,19:41:00
KAIN Rue Delcambre,H4802-21477,,20:37:00,20:37:00
KAIN Rue Delcambre,H4802-21477,,20:41:00,20:41:00
KAIN Rue Delcambre,H4807-22449,,20:31:00,20:31:00
KAIN Station,H4802-21477,,20:01:00,20:01:00
KAIN Station,H4802-21477,,19:31:00,19:31:00
KAIN Station,H4802-21477,,20:31:00,20:31:00
KAIN Station,H4807-22449,,20:38:00,20:38:00
KAIN Tombe,H4802-21477,,20:01:00,20:01:00
KAIN Tombe,H4802-21477,,19:31:00,19:31:00
KAIN Tombe,H4802-21477,,20:31:00,20:31:00
KAIN Tombe,H4807-22449,,20:38:00,20:38:00
KAIN Union,H4802-21477,,20:00:00,20:00:00
KAIN Union,H4802-21477,,19:30:00,19:30:00
KAIN Union,H4802-21477,,20:30:00,20:30:00
KAIN Union,H4807-22449,,20:39:00,20:39:00
KAIN Val de la Résistance,H4807-22449,,20:29:00,20:29:00
KAIN Val de la Résistance,H4802-21477,,20:09:00,20:09:00
KAIN Val de la Résistance,H4802-21477,,19:39:00,19:39:00
KAIN Val de la Résistance,H4802-21477,,20:39:00,20:39:00
KAIN Vert Marais,H4807-22449,,20:30:00,20:30:00
KAIN Vert Marais,H4802-21477,,20:10:00,20:10:00
KAIN Vert Marais,H4802-21477,,19:40:00,19:40:00
KAIN Vert Marais,H4802-21477,,20:40:00,20:40:00
KAIN Mont d'Or,H4802-21477,,20:06:00,20:06:00
KAIN Mont d'Or,H4802-21477,,19:36:00,19:36:00
KAIN Mont d'Or,H4802-21477,,20:36:00,20:36:00
KAIN Mont d'Or,H4807-22449,,20:33:00,20:33:00
KAIN Rue d'Ormont,H4802-21477,,20:05:00,20:05:00
KAIN Rue d'Ormont,H4802-21477,,19:35:00,19:35:00
KAIN Rue d'Ormont,H4802-21477,,20:35:00,20:35:00
KAIN Rue d'Ormont,H4807-22449,,20:34:00,20:34:00
KAIN Rue de la Victoire,H4802-21477,,20:04:00,20:04:00
KAIN Rue de la Victoire,H4802-21477,,19:34:00,19:34:00
KAIN Rue de la Victoire,H4802-21477,,20:34:00,20:34:00
KAIN Rue de la Victoire,H4807-22449,,20:35:00,20:35:00
KAIN Grugeon,H4807-22449,,20:27:00,20:27:00
KAIN Grugeon,H4802-21477,,20:07:00,20:07:00
KAIN Grugeon,H4802-21477,,20:11:00,20:11:00
KAIN Grugeon,H4802-21477,,19:37:00,19:37:00
KAIN Grugeon,H4802-21477,,19:41:00,19:41:00
KAIN Grugeon,H4802-21477,,20:37:00,20:37:00
KAIN Grugeon,H4802-21477,,20:41:00,20:41:00
LAMAIN Ferme Grande Barre,H4004-22793,,19:56:00,19:56:00
LAMAIN Ferme Grande Barre,H4004-22793,,19:53:00,19:53:00
LAMAIN Hameau Haudion,H4004-22793,,19:55:00,19:55:00
HERTAIN St Joseph,H4802-21477,,19:59:00,19:59:00
HERTAIN St Joseph,H4004-22793,,20:11:00,20:11:00
HERTAIN St Joseph,H4801-22447,,19:42:00,19:42:00
HERTAIN St Joseph,H4004-22793,,19:58:00,19:58:00
HERTAIN St Joseph,H4004-22793,,19:49:00,19:49:00
LAMAIN Village,H4004-22793,,19:54:00,19:54:00
LADEUZE Boulangerie,H4081-23110,,20:25:00,20:25:00
LADEUZE Calvaire,H4081-23110,,20:20:00,20:20:00
LADEUZE Ancienne Gare,H4081-23110,,21:16:00,21:16:00
LADEUZE Ancienne Gare,H4081-23110,,20:16:00,20:16:00
LADEUZE Ancienne Gare,H4081-23110,,20:10:00,20:10:00
LADEUZE Ancienne Gare,H4081-23110,,21:07:00,21:07:00
LADEUZE Grande Drève,H4081-23110,,20:24:00,20:24:00
LADEUZE Place,H4081-23110,,20:23:00,20:23:00
LADEUZE Planquette,H4081-23110,,20:24:00,20:24:00
LADEUZE Rue d'Hardempont,H4081-23110,,20:26:00,20:26:00
LADEUZE Rue Warpotte,H4081-23110,,20:22:00,20:22:00
LESDAIN Place,H4098-22445,,20:05:00,20:05:00
LESDAIN Place,H4098-22445,,19:29:00,19:29:00
LESDAIN Place,H4098-22445,,21:09:00,21:09:00
LA GLANERIE Bas Préau,H4088-22791,,20:04:00,20:04:00
LA GLANERIE Bas Préau,H4088-22791,,21:07:00,21:07:00
LA GLANERIE Rue Albert 1er,H4088-22791,,19:25:00,19:25:00
LA GLANERIE Rue Albert 1er,H4088-22791,,20:06:00,20:06:00
LA GLANERIE Rue Albert 1er,H4088-22791,,21:09:00,21:09:00
LA GLANERIE Le Crinquet,H4088-22791,,20:02:00,20:02:00
LA GLANERIE Le Crinquet,H4088-22791,,21:05:00,21:05:00
LA GLANERIE Le Crinquet,H4088-22791,,19:27:00,19:27:00
LA GLANERIE Douane,H4088-22791,,20:02:00,20:02:00
LA GLANERIE Douane,H4088-22791,,21:05:00,21:05:00
LA GLANERIE Douane,H4088-22791,,19:28:00,19:28:00
LA GLANERIE Gros Tilleul,H4088-22791,,19:24:00,19:24:00
LA GLANERIE Gros Tilleul,H4088-22791,,20:05:00,20:05:00
LA GLANERIE Gros Tilleul,H4088-22791,,21:08:00,21:08:00
LA GLANERIE Place,H4088-22791,,19:26:00,19:26:00
LA GLANERIE Place,H4088-22791,,20:07:00,20:07:00
LA GLANERIE Place,H4088-22791,,21:10:00,21:10:00
LA GLANERIE Carrefour,H4088-22791,,20:03:00,20:03:00
LA GLANERIE Carrefour,H4088-22791,,21:06:00,21:06:00
LEERS-NORD Eglise,H4001-23002,,21:08:00,21:08:00
LEERS-NORD Eglise,H4001-23002,,19:51:00,19:51:00
LEERS-NORD Eglise,H4001-23002,,20:51:00,20:51:00
LEERS-NORD Gendarmerie,H4001-23002,,21:09:00,21:09:00
LEERS-NORD Gendarmerie,H4001-23002,,19:52:00,19:52:00
LEERS-NORD Gendarmerie,H4001-23002,,20:52:00,20:52:00
LEERS-NORD Gendarmerie,H4001-23002,,21:07:00,21:07:00
LEERS-NORD Gendarmerie,H4001-23002,,19:50:00,19:50:00
LEERS-NORD Gendarmerie,H4001-23002,,20:50:00,20:50:00
LEERS-NORD Rue de Saint-Léger,H4001-23002,,19:49:00,19:49:00
LEERS-NORD Rue de Saint-Léger,H4001-23002,,20:49:00,20:49:00
LEERS-NORD Rue de Saint-Léger,H4001-23002,,21:10:00,21:10:00
LAPLAIGNE Chapelle,H4491-22889,,19:57:00,19:57:00
LAPLAIGNE Cimetière,H4491-22889,,20:00:00,20:00:00
LAPLAIGNE Douane,H4491-22889,,20:02:00,20:02:00
LAPLAIGNE Eglise,H4491-22889,,19:59:00,19:59:00
LAPLAIGNE Ferme Dewaele,H4491-22889,,20:00:00,20:00:00
LAPLAIGNE La Crique,H4491-22889,,19:56:00,19:56:00
LAPLAIGNE Maison du Peuple,H4491-22889,,19:58:00,19:58:00
LAPLAIGNE Sart Colin,H4491-22889,,19:57:00,19:57:00
LUINGNE Au Chevalier/De Ridder,H4002-22963,,19:47:00,19:47:00
LUINGNE Au Chevalier/De Ridder,H4850-22783,,19:38:00,19:38:00
LUINGNE Au Chevalier/De Ridder,H4002-22963,,20:52:00,20:52:00
LUINGNE Au Chevalier/De Ridder,H4001-23002,,21:23:00,21:23:00
LUINGNE Eglise St Amand/Kerk,H4002-22963,,19:46:00,19:46:00
LUINGNE Eglise St Amand/Kerk,H4850-22783,,19:37:00,19:37:00
LUINGNE Eglise St Amand/Kerk,H4002-22963,,20:53:00,20:53:00
LUINGNE La Carpe/De Karper,H4002-22963,,19:44:00,19:44:00
LUINGNE La Carpe/De Karper,H4002-22963,,21:22:00,21:22:00
LUINGNE La Carpe/De Karper,H4850-22783,,19:36:00,19:36:00
LUINGNE Rue de la Liessestraat,H4002-22963,,20:55:00,20:55:00
LEUZE-EN-HAINAUT Chaussée de Tournai,H4095-23131,,19:32:00,19:32:00
LEUZE-EN-HAINAUT Gendarmerie,H4085-23112,,19:24:00,19:24:00
LEUZE-EN-HAINAUT Grand-Place,H4085-23112,,19:24:00,19:24:00
LEUZE-EN-HAINAUT Le Tiercé,H4086-23128,,20:12:00,20:12:00
LEUZE-EN-HAINAUT Rond Point,H4086-23128,,19:33:00,19:33:00
LEUZE-EN-HAINAUT Centre éducatif Saint-Pierre,H4086-23128,,20:11:00,20:11:00
LEUZE-EN-HAINAUT Les Joncs,H4086-23128,,20:09:00,20:09:00
LEUZE-EN-HAINAUT Les Joncs,H4086-23128,,19:34:00,19:34:00
LEUZE-EN-HAINAUT Héros Leuzois,H4086-23128,,20:13:00,20:13:00
LEUZE-EN-HAINAUT SNCB - Quai A,H4085-23112,,19:25:00,19:25:00
LEUZE-EN-HAINAUT SNCB - Quai B,H4086-23128,,19:35:00,19:35:00
LEUZE-EN-HAINAUT SNCB - Quai B,H4086-23128,,20:08:00,20:08:00
LEUZE-EN-HAINAUT SNCB - Quai B,H4095-23131,,19:30:00,19:30:00
MARQUAIN Alène d' Or,H4801-22447,,19:40:00,19:40:00
MARQUAIN Alène d' Or,H4004-22793,,19:47:00,19:47:00
MARQUAIN Alène d' Or,H4802-21477,,20:01:00,20:01:00
MARQUAIN Alène d' Or,H4004-22793,,20:13:00,20:13:00
MARQUAIN La Montagne,H4801-22447,,19:41:00,19:41:00
MARQUAIN La Montagne,H4004-22793,,19:48:00,19:48:00
MARQUAIN La Montagne,H4802-21477,,20:00:00,20:00:00
MARQUAIN La Montagne,H4004-22793,,20:12:00,20:12:00
MARQUAIN Quennelet,H4801-22447,,19:38:00,19:38:00
MARQUAIN Quennelet,H4004-22793,,19:45:00,19:45:00
MARQUAIN Quennelet,H4802-21477,,20:03:00,20:03:00
MARQUAIN Quennelet,H4004-22793,,20:15:00,20:15:00
MARQUAIN Village,H4801-22447,,19:39:00,19:39:00
MARQUAIN Village,H4004-22793,,19:46:00,19:46:00
MARQUAIN Village,H4802-21477,,20:02:00,20:02:00
MARQUAIN Village,H4004-22793,,20:14:00,20:14:00
MARQUAIN Ets Inch,H4004-22793,,19:24:00,19:24:00
MARQUAIN E-CAMPUS,H4004-22793,,19:27:00,19:27:00
MARQUAIN Grande Couture,H4004-22793,,19:25:00,19:25:00
MARQUAIN NEGUNDO SPORTS,H4004-22793,,19:26:00,19:26:00
MONTROEUL-AU-BOIS Station Vicinale,H4009-23135,,19:57:00,19:57:00
MORTAGNE Place,H4491-22889,,20:03:00,20:03:00
BARRY Ancienne Laiterie,H4095-23131,,19:51:00,19:51:00
MAULDE Place - Eglise,H4095-23131,,19:55:00,19:55:00
MAULDE Ferme Vandebury,H4095-23131,,19:56:00,19:56:00
MAULDE Ferme Vandebury,H4095-23131,,19:54:00,19:54:00
BARRY Froidmanteau,H4095-23131,,19:52:00,19:52:00
MOUSCRON/MOESKROEN Bd du Hainaut/Henegouwenlaan,H4001-23002,,19:28:00,19:28:00
MOUSCRON/MOESKROEN Bd du Hainaut/Henegouwenlaan,H4001-23002,,20:28:00,20:28:00
MOUSCRON/MOESKROEN Bd du Hainaut/Henegouwenlaan,H4853-22785,,19:53:00,19:53:00
MOUSCRON/MOESKROEN Bd du Hainaut/Henegouwenlaan,H4853-22785,,20:13:00,20:13:00
MOUSCRON/MOESKROEN Bd du Hainaut/Henegouwenlaan,H4001-23002,,19:33:00,19:33:00
MOUSCRON/MOESKROEN Blanc Pignon,H4851-22784,,20:01:00,20:01:00
MOUSCRON/MOESKROEN Blanc Pignon,H4851-22784,,21:01:00,21:01:00
MOUSCRON/MOESKROEN Bleuze Tartine,H4851-22784,,20:08:00,20:08:00
MOUSCRON/MOESKROEN Bleuze Tartine,H4851-22784,,21:08:00,21:08:00
MOUSCRON/MOESKROEN Casino,H4851-22784,,20:15:00,20:15:00
MOUSCRON/MOESKROEN Casino,H4851-22784,,21:15:00,21:15:00
MOUSCRON/MOESKROEN Casino,H4853-22785,,20:02:00,20:02:00
MOUSCRON/MOESKROEN Casino,H4853-22785,,20:22:00,20:22:00
MOUSCRON/MOESKROEN Casino,H4852-22779,,19:45:00,19:45:00
MOUSCRON/MOESKROEN Casino,H4852-22779,,20:45:00,20:45:00
MOUSCRON/MOESKROEN Casino,H4002-22963,,21:16:00,21:16:00
MOUSCRON/MOESKROEN Casino,H4001-23002,,19:43:00,19:43:00
MOUSCRON/MOESKROEN Casino,H4850-22783,,19:29:00,19:29:00
MOUSCRON/MOESKROEN Chée des Ballons/Balloonsstwg,H4853-22785,,19:48:00,19:48:00
MOUSCRON/MOESKROEN Chée des Ballons/Balloonsstwg,H4853-22785,,19:50:00,19:50:00
MOUSCRON/MOESKROEN Chée des Ballons/Balloonsstwg,H4853-22785,,20:09:00,20:09:00
MOUSCRON/MOESKROEN Chée des Ballons/Balloonsstwg,H4853-22785,,20:10:00,20:10:00
MOUSCRON/MOESKROEN Chée des Ballons/Balloonsstwg,H4001-23002,,19:30:00,19:30:00
MOUSCRON/MOESKROEN Chée des Ballons/Balloonsstwg,H4001-23002,,19:31:00,19:31:00
MOUSCRON/MOESKROEN Chée des Ballons/Balloonsstwg,H4001-23002,,20:31:00,20:31:00
MOUSCRON/MOESKROEN Cimetière Nouveau Monde Kerkhof,H4852-22779,,19:42:00,19:42:00
MOUSCRON/MOESKROEN Cimetière Nouveau Monde Kerkhof,H4852-22779,,20:42:00,20:42:00
MOUSCRON/MOESKROEN Cimetière Nouveau Monde Kerkhof,H4852-22779,,20:28:00,20:28:00
MOUSCRON/MOESKROEN Cimetière Nouveau Monde Kerkhof,H4852-22779,,19:28:00,19:28:00
MOUSCRON/MOESKROEN Eglise du Nouveau Monde Kerk,H4852-22779,,20:29:00,20:29:00
MOUSCRON/MOESKROEN Eglise du Nouveau Monde Kerk,H4852-22779,,19:29:00,19:29:00
MOUSCRON/MOESKROEN Eglise du Nouveau Monde Kerk,H4852-22779,,19:41:00,19:41:00
MOUSCRON/MOESKROEN Eglise du Nouveau Monde Kerk,H4852-22779,,20:41:00,20:41:00
MOUSCRON/MOESKROEN Grand-Place/Grote Markt,H4853-22785,,19:34:00,19:34:00
MOUSCRON/MOESKROEN Grand-Place/Grote Markt,H4853-22785,,19:55:00,19:55:00
MOUSCRON/MOESKROEN Grand-Place/Grote Markt,H4001-23002,,20:18:00,20:18:00
MOUSCRON/MOESKROEN Haut-Judas,H4001-23002,,19:27:00,19:27:00
MOUSCRON/MOESKROEN Haut-Judas,H4001-23002,,20:27:00,20:27:00
MOUSCRON/MOESKROEN Haut-Judas,H4853-22785,,19:54:00,19:54:00
MOUSCRON/MOESKROEN Haut-Judas,H4853-22785,,20:14:00,20:14:00
MOUSCRON/MOESKROEN Haut-Judas,H4001-23002,,19:34:00,19:34:00
MOUSCRON/MOESKROEN Hôpital/Ziekenhuis,H4851-22784,,19:54:00,19:54:00
MOUSCRON/MOESKROEN Hôpital/Ziekenhuis,H4851-22784,,20:54:00,20:54:00
MOUSCRON/MOESKROEN Hôpital/Ziekenhuis,H4852-22779,,20:24:00,20:24:00
MOUSCRON/MOESKROEN Hôpital/Ziekenhuis,H4852-22779,,19:24:00,19:24:00
MOUSCRON/MOESKROEN Hôpital/Ziekenhuis,H4002-22963,,21:12:00,21:12:00
MOUSCRON/MOESKROEN Hôpital/Ziekenhuis,H4850-22783,,19:25:00,19:25:00
MOUSCRON/MOESKROEN L'Etoile,H4853-22785,,19:44:00,19:44:00
MOUSCRON/MOESKROEN L'Etoile,H4853-22785,,20:05:00,20:05:00
MOUSCRON/MOESKROEN L'Etoile,H4001-23002,,19:26:00,19:26:00
MOUSCRON/MOESKROEN L'Etoile,H4001-23002,,20:26:00,20:26:00
MOUSCRON/MOESKROEN L'Etoile,H4853-22785,,19:55:00,19:55:00
MOUSCRON/MOESKROEN L'Etoile,H4853-22785,,20:15:00,20:15:00
MOUSCRON/MOESKROEN L'Etoile,H4001-23002,,19:35:00,19:35:00
MOUSCRON/MOESKROEN La Planche,H4851-22784,,20:07:00,20:07:00
MOUSCRON/MOESKROEN La Planche,H4851-22784,,21:07:00,21:07:00
MOUSCRON/MOESKROEN Le Christ,H4851-22784,,20:12:00,20:12:00
MOUSCRON/MOESKROEN Le Christ,H4851-22784,,21:12:00,21:12:00
MOUSCRON/MOESKROEN Le Rallye,H4002-22963,,19:33:00,19:33:00
MOUSCRON/MOESKROEN Le Rallye,H4002-22963,,21:10:00,21:10:00
MOUSCRON/MOESKROEN Le Rallye,H4002-22963,,19:28:00,19:28:00
MOUSCRON/MOESKROEN Le Rallye,H4002-22963,,21:04:00,21:04:00
MOUSCRON/MOESKROEN Le Refuge,H4851-22784,,20:10:00,20:10:00
MOUSCRON/MOESKROEN Le Refuge,H4851-22784,,21:10:00,21:10:00
MOUSCRON/MOESKROEN L'Ours,H4851-22784,,19:56:00,19:56:00
MOUSCRON/MOESKROEN L'Ours,H4851-22784,,20:56:00,20:56:00
MOUSCRON/MOESKROEN L'Ours,H4852-22779,,20:26:00,20:26:00
MOUSCRON/MOESKROEN L'Ours,H4852-22779,,19:26:00,19:26:00
MOUSCRON/MOESKROEN L'Ours,H4852-22779,,19:43:00,19:43:00
MOUSCRON/MOESKROEN L'Ours,H4852-22779,,20:43:00,20:43:00
MOUSCRON/MOESKROEN L'Ours,H4002-22963,,21:14:00,21:14:00
MOUSCRON/MOESKROEN L'Ours,H4850-22783,,19:27:00,19:27:00
MOUSCRON/MOESKROEN Métropole,H4853-22785,,19:35:00,19:35:00
MOUSCRON/MOESKROEN Métropole,H4853-22785,,19:56:00,19:56:00
MOUSCRON/MOESKROEN Métropole,H4001-23002,,20:19:00,20:19:00
MOUSCRON/MOESKROEN Mont-à-Leux Frontière/Grens,H4853-22785,,19:52:00,19:52:00
MOUSCRON/MOESKROEN Mont-à-Leux Frontière/Grens,H4853-22785,,20:12:00,20:12:00
MOUSCRON/MOESKROEN Mont-à-Leux Frontière/Grens,H4001-23002,,19:32:00,19:32:00
MOUSCRON/MOESKROEN Mont-à-Leux Frontière/Grens,H4001-23002,,19:29:00,19:29:00
