stop_name,route_id,headsign,arrival,departure
BRAINE-L'ALLEUD Philippe,B0115-21811,,21:13:00,21:13:00
BRAINE-L'ALLEUD Philippe,B0114-21809,,19:43:00,19:43:00
BRAINE-L'ALLEUD Philippe,B0115-21811,,21:10:00,21:10:00
BRAINE-L'ALLEUD Philippe,B0115-21811,,20:10:00,20:10:00
BRAINE-L'ALLEUD Philippe,B0114-21809,,19:46:00,19:46:00
BRAINE-L'ALLEUD Philippe,B0114-21809,,20:46:00,20:46:00
BRAINE-L'ALLEUD Drève des Pins,B0040-21810,,19:47:00,19:47:00
BRAINE-L'ALLEUD Drève des Pins,B0040-21810,,19:55:00,19:55:00
BRAINE-L'ALLEUD Rue de Petit Jean,B0066-21804,,19:38:00,19:38:00
BRAINE-L'ALLEUD Rue de Petit Jean,B0066-21804,,19:54:00,19:54:00
BRAINE-L'ALLEUD Chemin de la Praye,B0115-21811,,20:17:00,20:17:00
BRAINE-L'ALLEUD Chemin de la Praye,B0115-21811,,21:17:00,21:17:00
BRAINE-L'ALLEUD Chemin de la Praye,B0114-21809,,19:47:00,19:47:00
BRAINE-L'ALLEUD Chemin de la Praye,B0115-21811,,21:06:00,21:06:00
BRAINE-L'ALLEUD Chemin de la Praye,B0115-21811,,20:06:00,20:06:00
BRAINE-L'ALLEUD Chemin de la Praye,B0114-21809,,19:42:00,19:42:00
BRAINE-L'ALLEUD Chemin de la Praye,B0114-21809,,20:42:00,20:42:00
BRAINE-L'ALLEUD Avenue du Prieuré,B0040-21810,,19:45:00,19:45:00
BRAINE-L'ALLEUD Avenue du Prieuré,B0040-21810,,19:57:00,19:57:00
BRAINE-L'ALLEUD Quartier Saint Jacques,B0066-21804,,19:39:00,19:39:00
BRAINE-L'ALLEUD Quartier Saint Jacques,B0066-21804,,19:52:00,19:52:00
BRAINE-L'ALLEUD Sart-Moulin,B0115-21811,,20:14:00,20:14:00
BRAINE-L'ALLEUD Sart-Moulin,B0115-21811,,21:14:00,21:14:00
BRAINE-L'ALLEUD Sart-Moulin,B0114-21809,,19:44:00,19:44:00
BRAINE-L'ALLEUD Sart-Moulin,B0115-21811,,21:09:00,21:09:00
BRAINE-L'ALLEUD Sart-Moulin,B0115-21811,,20:09:00,20:09:00
BRAINE-L'ALLEUD Sart-Moulin,B0114-21809,,19:45:00,19:45:00
BRAINE-L'ALLEUD Sart-Moulin,B0114-21809,,20:45:00,20:45:00
BRAINE-L'ALLEUD Timpe et Tard,B0066-21804,,19:41:00,19:41:00
BRAINE-L'ALLEUD Timpe et Tard,B0066-21804,,19:50:00,19:50:00
BRAINE-L'ALLEUD Vallée Bailly,B0058-21815,,19:34:00,19:34:00
BRAINE-L'ALLEUD Vallée Bailly,B0536-21816,,19:29:00,19:29:00
BRAINE-L'ALLEUD Vallée Bailly,B0536-21816,,19:55:00,19:55:00
BRAINE-L'ALLEUD Vallée Bailly,B0536-21816,,20:25:00,20:25:00
BRAINE-L'ALLEUD Vallée Bailly,B0536-21816,,20:55:00,20:55:00
BRAINE-L'ALLEUD Vallée Bailly,B0536-21816,,21:23:00,21:23:00
BRAINE-L'ALLEUD Vallée Bailly,B0536-21816,,19:42:00,19:42:00
BRAINE-L'ALLEUD Vallée Bailly,B0057-21814,,19:37:00,19:37:00
BRAINE-L'ALLEUD Vallée Bailly,B0036-21813,,20:22:00,20:22:00
BRAINE-L'ALLEUD Vallée Bailly,B0036-21813,,21:22:00,21:22:00
BRAINE-L'ALLEUD Vallée Bailly,B0039-23353,,19:30:00,19:30:00
BRAINE-L'ALLEUD Vallée Bailly,B0536-21816,,20:17:00,20:17:00
BRAINE-L'ALLEUD Vallée Bailly,B0536-21816,,19:32:00,19:32:00
BRAINE-L'ALLEUD Vallée Bailly,B0536-21816,,21:17:00,21:17:00
BRAINE-L'ALLEUD Vallée Bailly,B0036-21813,,19:38:00,19:38:00
BRAINE-L'ALLEUD Vallée Bailly,B0036-21813,,20:38:00,20:38:00
BRAINE-L'ALLEUD Avenue Victor Hugo,B0036-21813,,19:41:00,19:41:00
BRAINE-L'ALLEUD Avenue Victor Hugo,B0036-21813,,20:41:00,20:41:00
BRAINE-L'ALLEUD Rue Jean Volders,B0040-21810,,20:05:00,20:05:00
BRAINE-L'ALLEUD Rue Jean Volders,B0115-21811,,21:13:00,21:13:00
BRAINE-L'ALLEUD Rue Jean Volders,B0115-21811,,20:13:00,20:13:00
BRAINE-L'ALLEUD Rue Jean Volders,B0114-21809,,19:49:00,19:49:00
BRAINE-L'ALLEUD Rue Jean Volders,B0114-21809,,20:49:00,20:49:00
BOUSVAL Etang,B0019-23345,,19:40:00,19:40:00
BOUSVAL Etang,B0019-23345,,20:40:00,20:40:00
BOUSVAL Etang,B0019-23345,,19:46:00,19:46:00
BOUSVAL Etang,B0019-23345,,20:46:00,20:46:00
BOUSVAL Ferme Saint-Martin,B0019-23345,,19:42:00,19:42:00
BOUSVAL Ferme Saint-Martin,B0019-23345,,20:42:00,20:42:00
BOUSVAL Ferme Saint-Martin,B0019-23345,,19:44:00,19:44:00
BOUSVAL Ferme Saint-Martin,B0019-23345,,20:44:00,20:44:00
BOUSVAL Gare,B0019-23345,,19:41:00,19:41:00
BOUSVAL Gare,B0019-23345,,20:41:00,20:41:00
BOUSVAL Gare,B0019-23345,,19:45:00,19:45:00
BOUSVAL Gare,B0019-23345,,20:45:00,20:45:00
BOUSVAL Gare Basse Laloux,B0019-23345,,19:39:00,19:39:00
BOUSVAL Gare Basse Laloux,B0019-23345,,20:39:00,20:39:00
BOUSVAL Gare Basse Laloux,B0019-23345,,19:47:00,19:47:00
BOUSVAL Gare Basse Laloux,B0019-23345,,20:47:00,20:47:00
NOIRHAT Cité,B0019-23345,,19:38:00,19:38:00
NOIRHAT Cité,B0019-23345,,20:38:00,20:38:00
NOIRHAT Cité,B0019-23345,,19:48:00,19:48:00
NOIRHAT Cité,B0019-23345,,20:48:00,20:48:00
BOUSVAL Papeteries Debroux,B0019-23345,,19:37:00,19:37:00
BOUSVAL Papeteries Debroux,B0019-23345,,20:37:00,20:37:00
BOUSVAL Papeteries Debroux,B0019-23345,,19:49:00,19:49:00
BOUSVAL Papeteries Debroux,B0019-23345,,20:49:00,20:49:00
BOUSVAL Au Relais,B0019-23345,,19:43:00,19:43:00
BOUSVAL Au Relais,B0019-23345,,20:43:00,20:43:00
BOUSVAL Au Relais,B0019-23345,,19:43:00,19:43:00
BOUSVAL Au Relais,B0019-23345,,20:43:00,20:43:00
BOUSVAL Chemin de Thy,B0019-23345,,19:43:00,19:43:00
BOUSVAL Chemin de Thy,B0019-23345,,20:43:00,20:43:00
BOUSVAL Chemin de Thy,B0019-23345,,19:43:00,19:43:00
BOUSVAL Chemin de Thy,B0019-23345,,20:43:00,20:43:00
BOSSUT-GOTTECHAIN Bossut (Ch. de Wavre),B0032-22542,,19:34:00,19:34:00
BOSSUT-GOTTECHAIN Bossut (Ch. de Wavre),B0032-22542,,19:26:00,19:26:00
BOSSUT-GOTTECHAIN Gottechain,B0032-22542,,19:33:00,19:33:00
BOSSUT-GOTTECHAIN Gottechain,B0032-22542,,19:27:00,19:27:00
OPHAIN - BOIS-SEIGNEUR-ISAAC Abbaye,B0066-21804,,19:48:00,19:48:00
OPHAIN - BOIS-SEIGNEUR-ISAAC Abbaye,B0066-21804,,19:43:00,19:43:00
OPHAIN Bouvrée,B0066-21804,,19:43:00,19:43:00
OPHAIN Bouvrée,B0066-21804,,19:48:00,19:48:00
OPHAIN - BOIS-SEIGNEUR-ISAAC Rue du Castor,B0066-21804,,19:47:00,19:47:00
OPHAIN - BOIS-SEIGNEUR-ISAAC Rue du Castor,B0066-21804,,19:44:00,19:44:00
BOIS-SEIGNEUR-ISAAC Centre,B0066-21804,,19:49:00,19:49:00
BOIS-SEIGNEUR-ISAAC Centre,B0066-21804,,19:42:00,19:42:00
OPHAIN - BOIS-SEIGNEUR-ISAAC Les Culots,B0066-21804,,19:46:00,19:46:00
OPHAIN - BOIS-SEIGNEUR-ISAAC Les Culots,B0066-21804,,19:45:00,19:45:00
OPHAIN - BOIS-SEIGNEUR-ISAAC Ferme du Moulin,B0066-21804,,19:50:00,19:50:00
OPHAIN - BOIS-SEIGNEUR-ISAAC Ferme du Moulin,B0066-21804,,19:40:00,19:40:00
OPHAIN - BOIS-SEIGNEUR-ISAAC Les Gazons,B0066-21804,,19:45:00,19:45:00
OPHAIN - BOIS-SEIGNEUR-ISAAC Les Gazons,B0066-21804,,19:46:00,19:46:00
OPHAIN - BOIS-SEIGNEUR-ISAAC Maison Plasman,B0066-21804,,19:50:00,19:50:00
OPHAIN - BOIS-SEIGNEUR-ISAAC Maison Plasman,B0066-21804,,19:41:00,19:41:00
OPHAIN Village (Rue Combattants),B0066-21804,,19:44:00,19:44:00
OPHAIN Village (Rue Combattants),B0066-21804,,19:47:00,19:47:00
BAISY-THY Quatre Bras (Ch. de Namur),B0568-21904,,20:12:00,20:12:00
BAISY-THY Quatre Bras (Ch. de Namur),B0605-21186,,20:01:00,20:01:00
BAISY-THY Quatre Bras (Ch. de Namur),B0568-21904,,19:32:00,19:32:00
BAISY-THY Quatre Bras (Ch. de Namur),B0605-21186,,19:59:00,19:59:00
BAISY-THY Quatre Bras (Ch. de Namur),B0605-21186,,20:59:00,20:59:00
BAISY-THY Quatre Bras (Rue de Houtain),B0568-21904,,19:32:00,19:32:00
BAISY-THY Quatre Bras (Rue de Houtain),B0568-21904,,20:12:00,20:12:00
BAISY-THY Chemin Sainte-Anne,C365a-22023,,20:06:00,20:06:00
BAISY-THY Chemin Sainte-Anne,C365a-22023,,19:24:00,19:24:00
BAISY-THY Chemin Sainte-Anne,C365a-22023,,20:24:00,20:24:00
BAISY-THY Dernier Patard,C365a-22023,,20:07:00,20:07:00
BAISY-THY Dernier Patard,C365a-22023,,19:24:00,19:24:00
BAISY-THY Dernier Patard,C365a-22023,,20:24:00,20:24:00
BAISY-THY Chemin du Pontail,C365a-22023,,20:08:00,20:08:00
BAISY-THY Chemin du Pontail,C365a-22023,,20:22:00,20:22:00
BAISY-THY Stock Américain,C365a-22023,,20:07:00,20:07:00
BAISY-THY Stock Américain,C365a-22023,,20:23:00,20:23:00
BUZET Commune,B0073-22883,,21:07:00,21:07:00
BUZET Commune,B0073-22883,,19:32:00,19:32:00
BUZET Commune,B0073-22883,,20:32:00,20:32:00
BUZET Etang,B0073-22883,,21:08:00,21:08:00
BUZET Etang,B0073-22883,,19:31:00,19:31:00
BUZET Etang,B0073-22883,,20:31:00,20:31:00
BUZET Taille Voie,B0073-22883,,21:06:00,21:06:00
BUZET Taille Voie,B0073-22883,,19:33:00,19:33:00
BUZET Taille Voie,B0073-22883,,20:33:00,20:33:00
BRUXELLES Midi,B0536-21816,,19:35:00,19:35:00
BRUXELLES Midi,B0536-21816,,20:05:00,20:05:00
BRUXELLES Midi,B0536-21816,,20:35:00,20:35:00
BRUXELLES Midi,B0536-21816,,21:13:00,21:13:00
BRUXELLES Midi,B0536-21816,,21:08:00,21:08:00
BRUXELLES Midi,B0536-21816,,19:27:00,19:27:00
BRUXELLES Midi,B0536-21816,,19:54:00,19:54:00
BRUXELLES Midi,B0536-21816,,20:23:00,20:23:00
BRUXELLES Midi,C365a-22023,,19:58:00,19:58:00
CLABECQ Gare,B0115-21811,,19:31:00,19:31:00
CLABECQ Gare,B0115-21811,,20:31:00,20:31:00
CLABECQ Gare,B0043-22936,,20:04:00,20:04:00
CLABECQ Gare,B0115-21811,,20:53:00,20:53:00
CLABECQ Gare,B0115-21811,,19:53:00,19:53:00
CLABECQ Hameau 45,B0115-21811,,19:29:00,19:29:00
CLABECQ Hameau 45,B0115-21811,,20:29:00,20:29:00
CLABECQ Hameau 45,B0043-22936,,20:02:00,20:02:00
CLABECQ Hameau 45,B0115-21811,,20:55:00,20:55:00
CLABECQ Hameau 45,B0115-21811,,19:55:00,19:55:00
CLABECQ Rue du Hain,B0043-22936,,20:01:00,20:01:00
CLABECQ Pont,B0115-21811,,19:30:00,19:30:00
CLABECQ Pont,B0115-21811,,20:30:00,20:30:00
CLABECQ Pont,B0043-22936,,20:03:00,20:03:00
CLABECQ Pont,B0115-21811,,20:54:00,20:54:00
CLABECQ Pont,B0115-21811,,19:54:00,19:54:00
CLABECQ Rogissart,B0115-21811,,19:28:00,19:28:00
CLABECQ Rogissart,B0115-21811,,20:28:00,20:28:00
CLABECQ Rogissart,B0115-21811,,20:56:00,20:56:00
CLABECQ Rogissart,B0115-21811,,19:56:00,19:56:00
CLABECQ Rue de Tubize 157,B0115-21811,,19:27:00,19:27:00
CLABECQ Rue de Tubize 157,B0115-21811,,20:27:00,20:27:00
CLABECQ Rue de Tubize 157,B0115-21811,,20:57:00,20:57:00
CLABECQ Rue de Tubize 157,B0115-21811,,19:57:00,19:57:00
CEROUX Quatre Bras (Ch. de Bruxelles),B0029-23349,,20:12:00,20:12:00
CEROUX Quatre Bras (Grand'Rue),B0029-23349,,20:08:00,20:08:00
CEROUX Cabine,B0029-23349,,20:11:00,20:11:00
CEROUX Cabine,B0029-23349,,20:09:00,20:09:00
CEROUX Chapelle aux Sabots,B0029-23349,,20:05:00,20:05:00
CEROUX Chapelle aux Sabots,B0029-23349,,20:15:00,20:15:00
LIMAUGE Domaine,B0029-23349,,20:06:00,20:06:00
LIMAUGE Domaine,B0029-23349,,20:14:00,20:14:00
CEROUX Place Communale,B0029-23349,,20:10:00,20:10:00
CEROUX Place Communale,B0029-23349,,20:10:00,20:10:00
CHASTRE Centre,B0027-21701,,20:09:00,20:09:00
CHASTRE Dépôt,B0024-22539,,19:42:00,19:42:00
CHASTRE Dépôt,B0052-21884,,19:25:00,19:25:00
CHASTRE Dépôt,B0052-21884,,20:35:00,20:35:00
CHASTRE Dépôt,B0034-21883,,19:57:00,19:57:00
CHASTRE Dépôt,B0027-21701,,20:11:00,20:11:00
CHASTRE Dépôt,B0052-21884,,19:36:00,19:36:00
CHASTRE Maison Communale,B0027-21701,,20:10:00,20:10:00
CHASTRE Rue du Piroy,B0027-21701,,20:08:00,20:08:00
CHASTRE Rue du Centre,B0027-21701,,20:08:00,20:08:00
CHAUMONT-GISTOUX Belvédère,B0543-20893,,20:08:00,20:08:00
CHAUMONT-GISTOUX La Brûle,B0543-20893,,20:09:00,20:09:00
CHAUMONT-GISTOUX Champtaine,B0543-20893,,20:10:00,20:10:00
CHAUMONT-GISTOUX Eglise,B0543-20893,,20:06:00,20:06:00
CHAUMONT-GISTOUX Eglise,B0543-20893,,20:53:00,20:53:00
CHAUMONT-GISTOUX Rue des Papeteries,B0543-20893,,20:07:00,20:07:00
CHAUMONT-GISTOUX Queue de Veau (Ch. de Huy),B0543-20893,,20:10:00,20:10:00
CHAUMONT-GISTOUX Village,B0543-20893,,20:05:00,20:05:00
CHAUMONT-GISTOUX Village,B0543-20893,,20:52:00,20:52:00
CORBAIS Bousman,B0034-21883,,19:26:00,19:26:00
CORBAIS Grand Route,B0034-21883,,19:28:00,19:28:00
CORBAIS Rue des Hirondelles,B0034-21883,,19:25:00,19:25:00
CORBAIS Route de Mont-Saint-Guibert (Rue Haute),B0034-21883,,19:27:00,19:27:00
CORBAIS Route de Mont-Saint-Guibert (Grand'Route),B0606-21873,,21:08:00,21:08:00
CORBAIS Route de Mont-Saint-Guibert (Grand'Route),B0606-21873,,20:08:00,20:08:00
CORBAIS Route de Mont-Saint-Guibert (Grand'Route),B0606-21873,,19:50:00,19:50:00
CORBAIS Route de Mont-Saint-Guibert (Grand'Route),B0606-21873,,20:50:00,20:50:00
CORBAIS Rue de la Rose,B0034-21883,,19:24:00,19:24:00
CORBAIS Rue Thomas,B0034-21883,,19:28:00,19:28:00
CORSAL Centre,B0027-21701,,19:51:00,19:51:00
CORTIL Rue du Centre,B0052-21884,,20:29:00,20:29:00
CORTIL Rue du Centre,B0052-21884,,19:42:00,19:42:00
CORTIL Champ de la Joncquière,B0052-21884,,20:26:00,20:26:00
CORTIL Champ de la Joncquière,B0027-21701,,19:46:00,19:46:00
CORTIL Champ de la Joncquière,B0052-21884,,19:45:00,19:45:00
CORTIL-NOIRMONT Rue de Corsal,B0027-21701,,19:50:00,19:50:00
CORTIL Eglise,B0052-21884,,20:30:00,20:30:00
CORTIL Eglise,B0052-21884,,19:41:00,19:41:00
CORTIL-NOIRMONT Rue de la Gatte,B0027-21701,,19:49:00,19:49:00
NOIRMONT Cantonnier,B0052-21884,,19:24:00,19:24:00
NOIRMONT Cantonnier,B0052-21884,,20:34:00,20:34:00
NOIRMONT Cantonnier,B0052-21884,,19:37:00,19:37:00
NOIRMONT Ch. Brasserie,B0052-21884,,20:32:00,20:32:00
NOIRMONT Ch. Brasserie,B0052-21884,,19:39:00,19:39:00
NOIRMONT Place,B0052-21884,,20:31:00,20:31:00
NOIRMONT Place,B0052-21884,,19:40:00,19:40:00
NOIRMONT Rue Rauwez,B0052-21884,,20:32:00,20:32:00
NOIRMONT Rue Rauwez,B0052-21884,,19:39:00,19:39:00
CORTIL Place (Rue Lotin),B0052-21884,,20:28:00,20:28:00
CORTIL Place (Rue Lotin),B0052-21884,,19:43:00,19:43:00
CORTIL Place (Rue de Corsal),B0027-21701,,19:48:00,19:48:00
CORTIL Rond Point Colonie,B0052-21884,,20:27:00,20:27:00
CORTIL Rond Point Colonie,B0027-21701,,19:47:00,19:47:00
CORTIL Rond Point Colonie,B0052-21884,,19:44:00,19:44:00
CORTIL Try des Rudes,B0052-21884,,20:26:00,20:26:00
CORTIL Try des Rudes,B0027-21701,,19:46:00,19:46:00
CORTIL Try des Rudes,B0052-21884,,19:45:00,19:45:00
CORTIL Rue aux Vichaux,B0052-21884,,20:27:00,20:27:00
CORTIL Rue aux Vichaux,B0027-21701,,19:47:00,19:47:00
CORTIL Rue aux Vichaux,B0052-21884,,19:44:00,19:44:00
COURT-SAINT-ETIENNE Brasserie Demolder,B0019-23345,,19:34:00,19:34:00
COURT-SAINT-ETIENNE Brasserie Demolder,B0019-23345,,20:34:00,20:34:00
COURT-SAINT-ETIENNE Brasserie Demolder,B0019-23345,,19:52:00,19:52:00
COURT-SAINT-ETIENNE Brasserie Demolder,B0019-23345,,20:52:00,20:52:00
COURT-SAINT-ETIENNE Beaurieux,B0603-21891,,20:14:00,20:14:00
COURT-SAINT-ETIENNE Beaurieux,B0604-21885,,19:42:00,19:42:00
COURT-SAINT-ETIENNE Beaurieux,B0603-21891,,19:40:00,19:40:00
COURT-SAINT-ETIENNE Beaurieux,B0604-21885,,20:10:00,20:10:00
COURT-SAINT-ETIENNE Carrefour,B0029-23349,,20:02:00,20:02:00
COURT-SAINT-ETIENNE Carrefour,B0029-23349,,20:18:00,20:18:00
COURT-SAINT-ETIENNE Rue du Chenoy,B0028-23348,,20:08:00,20:08:00
COURT-SAINT-ETIENNE Ecole Provinciale,B0019-23345,,19:33:00,19:33:00
COURT-SAINT-ETIENNE Ecole Provinciale,B0019-23345,,20:33:00,20:33:00
COURT-SAINT-ETIENNE Ecole Provinciale,B0028-23348,,20:03:00,20:03:00
COURT-SAINT-ETIENNE Ecole Provinciale,B0019-23345,,19:53:00,19:53:00
COURT-SAINT-ETIENNE Ecole Provinciale,B0019-23345,,20:53:00,20:53:00
COURT-ST-ETIENNE Clos Gala,B0019-23345,,19:36:00,19:36:00
COURT-ST-ETIENNE Clos Gala,B0019-23345,,20:36:00,20:36:00
COURT-ST-ETIENNE Clos Gala,B0019-23345,,19:50:00,19:50:00
COURT-ST-ETIENNE Clos Gala,B0019-23345,,20:50:00,20:50:00
COURT-SAINT-ETIENNE Gare,B0028-23348,,20:05:00,20:05:00
COURT-SAINT-ETIENNE Maroquinerie,B0019-23345,,19:37:00,19:37:00
COURT-SAINT-ETIENNE Maroquinerie,B0019-23345,,20:37:00,20:37:00
COURT-SAINT-ETIENNE Maroquinerie,B0019-23345,,19:49:00,19:49:00
COURT-SAINT-ETIENNE Maroquinerie,B0019-23345,,20:49:00,20:49:00
COURT-SAINT-ETIENNE Monument,B0028-23348,,20:07:00,20:07:00
MERIVAUX Place,B0019-23345,,19:35:00,19:35:00
MERIVAUX Place,B0019-23345,,20:35:00,20:35:00
MERIVAUX Place,B0019-23345,,19:51:00,19:51:00
MERIVAUX Place,B0019-23345,,20:51:00,20:51:00
COURT-SAINT-ETIENNE Rue Petite Escavée,B0029-23349,,20:03:00,20:03:00
COURT-SAINT-ETIENNE Rue Petite Escavée,B0029-23349,,20:17:00,20:17:00
COUTURE-SAINT-GERMAIN Couture,B0036-21813,,19:56:00,19:56:00
COUTURE-SAINT-GERMAIN Couture,B0036-21813,,20:56:00,20:56:00
COUTURE-SAINT-GERMAIN Couture,B0036-21813,,20:04:00,20:04:00
COUTURE-SAINT-GERMAIN Couture,B0036-21813,,21:04:00,21:04:00
DION-LE-MONT Ferme de Louvrange,B0021-21888,,19:43:00,19:43:00
DION-LE-MONT Chemin des Glaneurs (Rue Louvranges),B0021-21888,,19:42:00,19:42:00
DONGELBERG Carrières,B0023-22544,,20:19:00,20:19:00
DONGELBERG Carrières,B0023-22544,,20:55:00,20:55:00
DONGELBERG Centre,B0023-22544,,20:21:00,20:21:00
DONGELBERG Centre,B0023-22544,,20:57:00,20:57:00
DONGELBERG Route de Lathuy,B0023-22544,,20:22:00,20:22:00
DONGELBERG Route de Lathuy,B0023-22544,,20:58:00,20:58:00
DION-VALMONT Quatre Carrés (Ch. de Huy),B0543-20893,,20:02:00,20:02:00
DION-VALMONT Quatre Carrés (Ch. de Huy),B0543-20893,,20:49:00,20:49:00
DION-VALMONT Cité de Bonly,B0021-21888,,19:45:00,19:45:00
DION-VALMONT Café Cumps,B0543-20893,,19:59:00,19:59:00
DION-VALMONT Café Cumps,B0543-20893,,20:46:00,20:46:00
DION-VALMONT Route d'Inchebroux,B0543-20893,,20:04:00,20:04:00
DION-VALMONT Route d'Inchebroux,B0543-20893,,20:51:00,20:51:00
DION-VALMONT Sarthe,B0543-20893,,20:00:00,20:00:00
DION-VALMONT Sarthe,B0543-20893,,20:47:00,20:47:00
DION-VALMONT Tout Vent,B0543-20893,,20:03:00,20:03:00
DION-VALMONT Tout Vent,B0543-20893,,20:50:00,20:50:00
ECAUSSINNES-LALAING Les Aubéries,B0071-20434,,19:29:00,19:29:00
ECAUSSINNES-LALAING Barouche,B0071-20434,,19:34:00,19:34:00
ECAUSSINNES-LALAING Bd de la Sennette,B0071-20434,,19:25:00,19:25:00
ECAUSSINNES-LALAING L'Espinette,B0071-20434,,19:27:00,19:27:00
ECAUSSINNES-LALAING Ferme Debrichy,B0071-20434,,19:35:00,19:35:00
ECAUSSINNES Place,B0071-20434,,19:24:00,19:24:00
ECAUSSINNES-LALAING Petit Maquis,B0071-20434,,19:27:00,19:27:00
ECAUSSINNES-LALAING Chemin de Ronquières,B0071-20434,,19:31:00,19:31:00
ECAUSSINNES-LALAING Triboureau,B0071-20434,,19:33:00,19:33:00
ENGHIEN Vieux Marché,B0471-23126,,19:43:00,19:43:00
ENGHIEN Vieux Marché,B0471-23126,,20:13:00,20:13:00
ENGHIEN Vieux Marché,B0471-23126,,21:13:00,21:13:00
ERNAGE Cimetière (Ch. de Wavre),B0025-22690,,19:50:00,19:50:00
ERNAGE Ecoles Jules Lejeune,B0606-21873,,21:17:00,21:17:00
ERNAGE Ecoles Jules Lejeune,B0606-21873,,20:17:00,20:17:00
ERNAGE Ecoles Jules Lejeune,B0606-21873,,19:41:00,19:41:00
ERNAGE Ecoles Jules Lejeune,B0606-21873,,20:41:00,20:41:00
ERNAGE Ecoles Jules Lejeune,B0025-22690,,19:47:00,19:47:00
ERNAGE Grand' Route,B0606-21873,,21:15:00,21:15:00
ERNAGE Grand' Route,B0606-21873,,20:15:00,20:15:00
ERNAGE Grand' Route,B0606-21873,,19:43:00,19:43:00
ERNAGE Grand' Route,B0606-21873,,20:43:00,20:43:00
ERNAGE Grand' Route,B0025-22690,,19:49:00,19:49:00
ETTERBEEK Gare,B0611-21881,,20:11:00,20:11:00
ETTERBEEK Gare,B0611-21881,,19:41:00,19:41:00
FELUY Auberge du Dauphin,B0072-19675,,21:15:00,21:15:00
FELUY Auberge du Dauphin,B0072-19675,,20:05:00,20:05:00
FELUY Auberge du Dauphin,B0072-19675,,19:57:00,19:57:00
FELUY Auberge du Dauphin,B0072-19675,,20:57:00,20:57:00
FELUY La Bride (Rue Carrières),B0074-19820,,19:40:00,19:40:00
FELUY La Bride (Rue Carrières),B0074-19820,,20:40:00,20:40:00
FELUY Centenaire,B0071-20434,,19:39:00,19:39:00
FELUY Centenaire,B0074-19820,,19:44:00,19:44:00
FELUY Centenaire,B0074-19820,,20:44:00,20:44:00
FELUY Equipée,B0074-19820,,19:41:00,19:41:00
FELUY Equipée,B0074-19820,,20:41:00,20:41:00
FELUY Ferme Dehaye,B0071-20434,,19:36:00,19:36:00
FELUY Gare,B0071-20434,,19:42:00,19:42:00
FELUY Gare,B0074-19820,,19:39:00,19:39:00
FELUY Gare,B0074-19820,,20:39:00,20:39:00
FELUY Gare,B0074-19820,,19:47:00,19:47:00
FELUY Gare,B0074-19820,,20:47:00,20:47:00
FELUY Place,B0071-20434,,19:38:00,19:38:00
FELUY Place,B0074-19820,,19:43:00,19:43:00
FELUY Place,B0074-19820,,20:43:00,20:43:00
FELUY Place,B0074-19820,,19:43:00,19:43:00
FELUY Place,B0074-19820,,20:43:00,20:43:00
FELUY Petit Moulin,B0071-20434,,19:40:00,19:40:00
FELUY Petit Moulin,B0074-19820,,19:45:00,19:45:00
FELUY Petit Moulin,B0074-19820,,20:45:00,20:45:00
FELUY La Ravisée,B0072-19675,,21:16:00,21:16:00
FELUY La Ravisée,B0072-19675,,20:06:00,20:06:00
FELUY La Ravisée,B0072-19675,,19:56:00,19:56:00
FELUY La Ravisée,B0072-19675,,20:56:00,20:56:00
FLEURUS Gare,B0073-22883,,19:42:00,19:42:00
FLEURUS Gare,B0073-22883,,19:57:00,19:57:00
MELLET Saint Fiacre,B0073-22883,,20:01:00,20:01:00
MELLET Saint Fiacre,B0073-22883,,19:38:00,19:38:00
WANGENIES Route de Mellet,B0073-22883,,19:59:00,19:59:00
WANGENIES Route de Mellet,B0073-22883,,19:40:00,19:40:00
GRAND-HALLET Café Saint-Honoré,B0148-23325,,19:56:00,19:56:00
GRAND-HALLET Detiste,B0148-23325,,19:55:00,19:55:00
GRAND-HALLET Laiterie,B0148-23325,,19:57:00,19:57:00
GRAND-HALLET Métalchimex,B0148-23325,,19:56:00,19:56:00
GRAND-HALLET Place Communale,B0148-23325,,19:58:00,19:58:00
GRAND-MANIL Chaussée de Charleroi (Rue Résistants),B0052-21884,,19:48:00,19:48:00
GRAND-MANIL Chaussée de Charleroi (Rue Résistants),B0052-21884,,20:23:00,20:23:00
GRAND-MANIL Chaussée de Charleroi (Rue Résistants),B0027-21701,,19:43:00,19:43:00
GEMBLOUX La Croisée,B0148-23325,,19:53:00,19:53:00
GEMBLOUX La Croisée,B0148-23325,,20:47:00,20:47:00
GEMBLOUX La Croisée,B0148-23325,,20:13:00,20:13:00
GEMBLOUX La Croisée,B0148-23325,,21:13:00,21:13:00
GEMBLOUX Gare - Quai 7,B0606-21873,,19:35:00,19:35:00
GEMBLOUX Gare - Quai 7,B0606-21873,,20:35:00,20:35:00
GEMBLOUX Gare - Quai 7,B0606-21873,,20:25:00,20:25:00
GEMBLOUX Gare - Quai 7,B0606-21873,,19:25:00,19:25:00
GEMBLOUX Gare - Quai 8,B0025-22690,,19:41:00,19:41:00
GEMBLOUX Gare - Quai 9,B0027-21701,,19:38:00,19:38:00
GEMBLOUX Gare - Quai 10,B0052-21884,,20:18:00,20:18:00
GEMBLOUX Gare - Quai 10,B0052-21884,,19:53:00,19:53:00
